lux_value,timestamp
0.4992000000000003,2020-11-29 20:36:48.397229
0.4992000000000003,2020-11-29 20:38:48.420021
0.4992000000000003,2020-11-29 20:40:48.442569
0.4992000000000003,2020-11-29 20:42:48.466244
0.4992000000000003,2020-11-29 20:44:48.485993
0.4992000000000003,2020-11-29 20:46:48.508326
0.4992000000000003,2020-11-29 20:48:48.530759
0.4992000000000003,2020-11-29 20:50:48.553230
0.4992000000000003,2020-11-29 20:52:48.575674
0.4992000000000003,2020-11-29 20:54:48.596680
0.4992000000000003,2020-11-29 20:56:48.619054
0.4992000000000003,2020-11-29 20:58:48.642849
0.2544000000000004,2020-11-29 21:00:48.665429
0.2544000000000004,2020-11-29 21:02:48.687925
0.2544000000000004,2020-11-29 21:04:48.708072
0.2544000000000004,2020-11-29 21:06:48.730739
0.2544000000000004,2020-11-29 21:08:48.753216
0.2544000000000004,2020-11-29 21:10:48.775694
0.2544000000000004,2020-11-29 21:12:48.799288
0.2544000000000004,2020-11-29 21:14:48.821468
0.2544000000000004,2020-11-29 21:16:48.844039
0.2544000000000004,2020-11-29 21:18:48.866683
0.2544000000000004,2020-11-29 21:20:48.889156
0.2544000000000004,2020-11-29 21:22:48.911659
0.2544000000000004,2020-11-29 21:24:48.933913
0.2544000000000004,2020-11-29 21:26:48.956362
0.2544000000000004,2020-11-29 21:28:48.980024
0.2544000000000004,2020-11-29 21:30:49.002587
0.2544000000000004,2020-11-29 21:32:49.025109
0.2544000000000004,2020-11-29 21:34:49.047444
0.2544000000000004,2020-11-29 21:36:49.069999
0.2544000000000004,2020-11-29 21:38:49.092570
0.2544000000000004,2020-11-29 21:40:49.115185
0.2544000000000004,2020-11-29 21:42:49.137703
0.2544000000000004,2020-11-29 21:44:49.160107
0.2544000000000004,2020-11-29 21:46:49.182660
0.2544000000000004,2020-11-29 21:48:49.205135
0.4592000000000005,2020-11-29 21:50:49.227907
0.4592000000000005,2020-11-29 21:52:49.252724
0.4592000000000005,2020-11-29 21:54:49.277350
0.4592000000000005,2020-11-29 21:56:49.301780
0.4592000000000005,2020-11-29 21:58:49.326563
0.4592000000000005,2020-11-29 22:00:49.349513
0.4592000000000005,2020-11-29 22:02:49.373830
0.2544000000000004,2020-11-29 22:04:49.396411
0.4592000000000005,2020-11-29 22:06:49.419092
0.2544000000000004,2020-11-29 22:08:49.441738
0.2544000000000004,2020-11-29 22:10:49.465241
0.2944000000000002,2020-11-29 22:12:49.487840
0.2944000000000002,2020-11-29 22:14:49.501958
0.2944000000000002,2020-11-29 22:16:49.524249
0.2944000000000002,2020-11-29 22:18:49.546772
0.2944000000000002,2020-11-29 22:20:49.569983
0.2944000000000002,2020-11-29 22:22:49.593081
0.2944000000000002,2020-11-29 22:24:49.616102
0.4992000000000003,2020-11-29 22:26:49.638866
0.2944000000000002,2020-11-29 22:28:49.662546
0.2944000000000002,2020-11-29 22:30:49.685200
0.2944000000000002,2020-11-29 22:32:49.707778
0.2944000000000002,2020-11-29 22:34:49.730227
0.4992000000000003,2020-11-29 22:36:49.752894
0.4992000000000003,2020-11-29 22:38:49.775537
0.2944000000000002,2020-11-29 22:40:49.798078
0.2944000000000002,2020-11-29 22:42:49.820727
0.4992000000000003,2020-11-29 22:44:49.843172
0.4992000000000003,2020-11-29 22:46:49.865731
0.4992000000000003,2020-11-29 22:48:49.888238
0.4992000000000003,2020-11-29 22:50:49.910851
0.4992000000000003,2020-11-29 22:52:49.933327
0.4592000000000005,2020-11-29 22:54:49.955693
0.4592000000000005,2020-11-29 22:56:49.978185
0.4592000000000005,2020-11-29 22:58:50.000767
0.4592000000000005,2020-11-29 23:00:50.023265
0.4592000000000005,2020-11-29 23:02:50.045755
0.4592000000000005,2020-11-29 23:04:50.068167
0.2544000000000004,2020-11-29 23:06:50.090738
0.2544000000000004,2020-11-29 23:08:50.113246
0.2544000000000004,2020-11-29 23:10:50.135748
0.2544000000000004,2020-11-29 23:12:50.158214
0.2544000000000004,2020-11-29 23:14:50.180722
0.2544000000000004,2020-11-29 23:16:50.203276
0.4592000000000005,2020-11-29 23:18:50.225786
,2020-11-29 23:20:50.235021
,2020-11-29 23:22:50.244241
,2020-11-29 23:24:50.253313
,2020-11-29 23:26:50.262512
,2020-11-29 23:28:50.271750
,2020-11-29 23:30:50.281040
,2020-11-29 23:32:50.290248
,2020-11-29 23:34:50.299481
,2020-11-29 23:36:50.308657
,2020-11-29 23:38:50.317910
,2020-11-29 23:40:50.327221
,2020-11-29 23:42:50.336478
,2020-11-29 23:44:50.345560
,2020-11-29 23:46:50.354768
,2020-11-29 23:48:50.364103
,2020-11-29 23:50:50.373315
,2020-11-29 23:52:50.382559
,2020-11-29 23:54:50.391637
,2020-11-29 23:56:50.400880
0.4864,2020-11-29 23:58:50.423350
,2020-11-30 00:00:50.432681
,2020-11-30 00:02:50.441832
551.7935434314405,2020-11-30 00:04:50.465754
557.0000203258388,2020-11-30 00:06:50.488227
543.0346985545318,2020-11-30 00:08:50.510797
553.6434197599258,2020-11-30 00:10:50.533335
555.0273923445651,2020-11-30 00:12:50.555874
555.2241111768127,2020-11-30 00:14:50.578313
555.5543722052648,2020-11-30 00:16:50.600934
556.0813127144313,2020-11-30 00:18:50.623463
555.7509296532586,2020-11-30 00:20:50.647238
556.8044490047482,2020-11-30 00:22:50.669765
556.6082139374374,2020-11-30 00:24:50.692271
556.8044490047482,2020-11-30 00:26:50.714771
557.3311500100442,2020-11-30 00:28:50.737293
557.8578119882872,2020-11-30 00:30:50.759916
557.8578119882872,2020-11-30 00:32:50.782510
557.3311500100442,2020-11-30 00:34:50.804988
557.3311500100442,2020-11-30 00:36:50.828815
557.3311500100442,2020-11-30 00:38:50.852029
556.2777089075029,2020-11-30 00:40:50.874577
555.4201663815401,2020-11-30 00:42:50.897051
554.0358342379664,2020-11-30 00:44:50.919572
